date_time,temperature,wind_speed,wind_direction
06.03.2016 08:50:00,2.47,2.41,236.80
06.03.2016 09:00:00,2.84,2.07,234.60
06.03.2016 09:10:00,3.49,1.86,226.00
06.03.2016 09:20:00,4.18,2.19,236.90
06.03.2016 09:30:00,4.62,4.39,247.20
06.03.2016 09:40:00,4.37,3.66,229.80
06.03.2016 09:50:00,4.69,3.65,222.00
06.03.2016 10:00:00,4.91,3.16,227.80
06.03.2016 10:10:00,5.14,3.13,237.00
06.03.2016 10:20:00,4.92,3.12,226.40
06.03.2016 10:30:00,5.19,2.50,238.70
06.03.2016 10:40:00,5.51,4.12,226.30
06.03.2016 10:50:00,5.33,3.85,234.30
06.03.2016 11:00:00,5.64,3.01,217.10
06.03.2016 11:10:00,5.65,5.15,211.80
06.03.2016 11:20:00,5.63,5.00,211.10
06.03.2016 11:30:00,5.22,4.62,219.80
06.03.2016 11:40:00,5.14,3.43,225.40
06.03.2016 11:50:00,5.21,3.30,247.50
06.03.2016 12:00:00,5.27,4.90,237.80
06.03.2016 12:10:00,5.25,4.97,240.80
06.03.2016 12:20:00,5.24,4.27,237.60
06.03.2016 12:30:00,5.34,2.62,263.20
06.03.2016 12:40:00,5.37,2.03,256.40
06.03.2016 12:50:00,5.35,1.70,257.80
06.03.2016 13:00:00,5.39,2.23,245.20
06.03.2016 13:10:00,5.29,2.38,247.60
06.03.2016 13:20:00,5.21,1.99,236.80
06.03.2016 13:30:00,5.11,2.15,225.10
06.03.2016 13:40:00,5.02,1.65,225.70
06.03.2016 13:50:00,5.16,1.02,210.10
06.03.2016 14:00:00,5.27,1.64,236.00
06.03.2016 14:10:00,5.27,3.37,254.70
06.03.2016 14:20:00,5.38,3.72,252.90
06.03.2016 14:30:00,5.27,3.80,245.20
06.03.2016 14:40:00,4.60,3.94,252.70
06.03.2016 14:50:00,4.14,3.19,249.40
06.03.2016 15:00:00,4.21,2.12,242.70
06.03.2016 15:10:00,4.53,2.02,245.50
06.03.2016 15:20:00,4.87,1.75,226.60
06.03.2016 15:30:00,4.95,3.37,233.50
06.03.2016 15:40:00,4.56,3.72,221.70
06.03.2016 15:50:00,4.40,3.05,217.30
06.03.2016 16:00:00,4.52,3.21,222.20
06.03.2016 16:10:00,4.64,2.96,215.30
06.03.2016 16:20:00,4.79,1.69,221.10
06.03.2016 16:30:00,5.10,1.01,222.60
06.03.2016 16:40:00,5.47,3.83,215.50
06.03.2016 16:50:00,5.32,4.67,220.60
06.03.2016 17:00:00,5.02,3.71,227.50
06.03.2016 17:10:00,4.83,2.51,216.80
06.03.2016 17:20:00,4.80,2.88,204.50
06.03.2016 17:30:00,4.75,2.79,215.30
06.03.2016 17:40:00,4.69,2.55,189.10
06.03.2016 17:50:00,4.61,3.41,191.50
06.03.2016 18:00:00,4.36,4.48,199.80
06.03.2016 18:10:00,3.96,3.92,223.20
06.03.2016 18:20:00,3.41,3.10,221.60
06.03.2016 18:30:00,3.07,2.76,228.70
06.03.2016 18:40:00,2.83,2.12,233.80
06.03.2016 18:50:00,2.70,2.40,231.70
06.03.2016 19:00:00,2.60,2.65,234.00
06.03.2016 19:10:00,2.63,2.48,236.70
06.03.2016 19:20:00,2.58,1.78,241.10
06.03.2016 19:30:00,2.62,1.22,210.70
06.03.2016 19:40:00,2.66,1.50,208.10
06.03.2016 19:50:00,2.72,1.76,193.00
06.03.2016 20:00:00,2.78,2.17,194.50
06.03.2016 20:10:00,2.82,2.51,198.10
06.03.2016 20:20:00,2.81,3.47,191.70
06.03.2016 20:30:00,2.37,3.04,197.50
06.03.2016 20:40:00,2.00,2.74,211.00
06.03.2016 20:50:00,1.90,2.91,186.90
06.03.2016 21:00:00,1.82,3.29,193.80
06.03.2016 21:10:00,1.68,2.25,208.00
06.03.2016 21:20:00,1.53,2.42,215.50
06.03.2016 21:30:00,1.43,2.25,220.10
06.03.2016 21:40:00,1.52,1.48,227.40
06.03.2016 21:50:00,1.62,1.68,215.20
06.03.2016 22:00:00,1.49,2.00,209.80
06.03.2016 22:10:00,1.37,1.86,221.30
06.03.2016 22:20:00,1.40,1.14,215.20
06.03.2016 22:30:00,1.40,1.17,226.60
06.03.2016 22:40:00,1.48,1.32,220.20
06.03.2016 22:50:00,1.53,1.69,200.20
06.03.2016 23:00:00,1.44,1.07,220.80
06.03.2016 23:10:00,1.52,0.41,261.10
06.03.2016 23:20:00,1.57,0.43,50.00
06.03.2016 23:30:00,1.56,0.50,46.74
06.03.2016 23:40:00,1.47,0.55,150.70
06.03.2016 23:50:00,1.33,1.18,197.10
07.03.2016 00:00:00,1.31,2.23,207.20
07.03.2016 00:10:00,1.40,2.21,219.80
07.03.2016 00:20:00,1.51,2.62,215.30
07.03.2016 00:30:00,1.44,3.06,208.60
07.03.2016 00:40:00,1.59,4.52,202.30
07.03.2016 00:50:00,1.75,4.72,212.10
07.03.2016 01:00:00,1.62,4.22,205.50
07.03.2016 01:10:00,1.57,3.44,208.80
07.03.2016 01:20:00,1.50,2.52,215.90
07.03.2016 01:30:00,1.50,1.63,224.50
07.03.2016 01:40:00,1.53,0.96,247.00
07.03.2016 01:50:00,1.55,1.15,206.00
07.03.2016 02:00:00,1.53,0.77,194.30
07.03.2016 02:10:00,1.51,1.52,231.20
07.03.2016 02:20:00,1.45,1.07,235.90
07.03.2016 02:30:00,1.40,1.10,237.90
07.03.2016 02:40:00,1.36,0.98,247.00
07.03.2016 02:50:00,1.34,1.29,250.20
07.03.2016 03:00:00,1.38,0.91,252.20
07.03.2016 03:10:00,1.44,1.20,243.90
07.03.2016 03:20:00,1.40,1.39,248.90
07.03.2016 03:30:00,1.40,1.43,259.30
07.03.2016 03:40:00,1.52,1.68,274.40
07.03.2016 03:50:00,1.56,1.09,244.40
07.03.2016 04:00:00,1.47,1.39,252.30
07.03.2016 04:10:00,1.40,1.55,249.30
07.03.2016 04:20:00,1.33,1.19,243.70
07.03.2016 04:30:00,1.27,1.27,261.90
07.03.2016 04:40:00,1.33,0.87,257.20
07.03.2016 04:50:00,1.23,1.31,229.80
07.03.2016 05:00:00,1.03,1.32,211.70
07.03.2016 05:10:00,0.96,0.87,224.60
07.03.2016 05:20:00,0.89,0.93,219.30
07.03.2016 05:30:00,0.84,0.70,226.00
07.03.2016 05:40:00,0.83,0.27,222.60
07.03.2016 05:50:00,0.73,0.28,188.50
07.03.2016 06:00:00,0.67,0.60,210.90
07.03.2016 06:10:00,0.64,0.35,187.90
07.03.2016 06:20:00,0.45,1.61,239.50
07.03.2016 06:30:00,0.64,1.50,232.20
07.03.2016 06:40:00,0.68,1.32,238.60
07.03.2016 06:50:00,0.61,1.50,220.10
07.03.2016 07:00:00,0.56,1.05,210.70
07.03.2016 07:10:00,0.66,0.81,186.40
07.03.2016 07:20:00,0.67,0.66,236.30
07.03.2016 07:30:00,0.65,0.71,169.00
07.03.2016 07:40:00,0.84,0.40,180.30
07.03.2016 07:50:00,1.03,0.54,160.70
07.03.2016 08:00:00,1.00,0.39,210.80
07.03.2016 08:10:00,1.02,0.30,344.80
07.03.2016 08:20:00,1.21,0.45,182.00
07.03.2016 08:30:00,1.14,0.49,162.50
07.03.2016 08:40:00,1.20,0.77,190.80
07.03.2016 08:50:00,1.36,0.54,168.00
07.03.2016 09:00:00,1.70,0.49,145.30
07.03.2016 09:10:00,2.21,0.64,144.50
07.03.2016 09:20:00,2.53,0.85,178.50
07.03.2016 09:30:00,2.15,0.90,208.60
07.03.2016 09:40:00,2.26,0.99,172.80
07.03.2016 09:50:00,2.84,1.13,145.00
07.03.2016 10:00:00,3.12,2.03,144.00
07.03.2016 10:10:00,2.98,2.13,135.10
07.03.2016 10:20:00,2.95,2.45,124.30
07.03.2016 10:30:00,3.13,2.29,151.00
07.03.2016 10:40:00,3.37,1.14,200.20
07.03.2016 10:50:00,3.55,1.05,165.30
07.03.2016 11:00:00,3.71,1.10,63.78
07.03.2016 11:10:00,3.30,1.51,30.16
07.03.2016 11:20:00,3.25,0.83,353.30
07.03.2016 11:30:00,3.40,1.87,24.32
07.03.2016 11:40:00,3.42,2.37,21.93
07.03.2016 11:50:00,3.30,2.72,37.71
07.03.2016 12:00:00,3.30,1.92,31.46
07.03.2016 12:10:00,3.33,1.39,317.40
07.03.2016 12:20:00,3.26,1.31,270.10
07.03.2016 12:30:00,2.89,1.38,275.50
07.03.2016 12:40:00,2.31,2.19,11.15
07.03.2016 12:50:00,2.20,1.30,14.36
07.03.2016 13:00:00,2.51,0.80,1.98
07.03.2016 13:10:00,3.25,0.84,89.80
07.03.2016 13:20:00,3.43,1.93,179.80
07.03.2016 13:30:00,3.16,2.54,149.30
07.03.2016 13:40:00,3.05,2.57,162.90
07.03.2016 13:50:00,3.20,1.76,168.60
07.03.2016 14:00:00,3.80,1.52,180.60
07.03.2016 14:10:00,4.24,2.16,161.00
07.03.2016 14:20:00,4.61,1.32,138.70
07.03.2016 14:30:00,4.91,1.36,107.40
07.03.2016 14:40:00,4.46,1.45,154.90
07.03.2016 14:50:00,4.28,1.16,193.20
07.03.2016 15:00:00,4.05,1.81,243.30
07.03.2016 15:10:00,3.36,2.36,284.80
07.03.2016 15:20:00,2.80,2.29,285.00
07.03.2016 15:30:00,2.44,1.99,293.40
07.03.2016 15:40:00,3.01,1.12,6.76
07.03.2016 15:50:00,3.37,2.12,23.57
07.03.2016 16:00:00,3.17,1.93,10.28
07.03.2016 16:10:00,3.08,2.25,13.43
07.03.2016 16:20:00,3.17,1.63,357.20
07.03.2016 16:30:00,3.26,1.82,28.53
07.03.2016 16:40:00,3.33,2.00,43.62
07.03.2016 16:50:00,3.31,2.05,20.42
07.03.2016 17:00:00,3.33,1.89,27.15
07.03.2016 17:10:00,3.22,1.88,16.47
07.03.2016 17:20:00,3.05,1.25,14.62
07.03.2016 17:30:00,2.90,1.43,18.81
07.03.2016 17:40:00,2.79,1.21,6.93
07.03.2016 17:50:00,2.67,1.69,0.86
07.03.2016 18:00:00,2.55,1.41,1.34
07.03.2016 18:10:00,2.44,1.08,35.67
07.03.2016 18:20:00,2.34,1.23,19.37
07.03.2016 18:30:00,2.22,1.13,348.70
07.03.2016 18:40:00,2.12,1.36,8.17
07.03.2016 18:50:00,2.00,1.58,2.54
07.03.2016 19:00:00,1.89,2.21,357.00
07.03.2016 19:10:00,1.78,1.70,345.50
07.03.2016 19:20:00,1.52,1.17,261.70
07.03.2016 19:30:00,1.14,1.00,249.10
07.03.2016 19:40:00,1.34,1.13,266.20
07.03.2016 19:50:00,1.49,0.62,248.70
07.03.2016 20:00:00,1.25,1.12,279.50
07.03.2016 20:10:00,1.25,0.55,33.89
07.03.2016 20:20:00,1.02,0.45,88.30
07.03.2016 20:30:00,0.93,0.41,89.60
07.03.2016 20:40:00,0.88,0.32,179.00
07.03.2016 20:50:00,0.66,0.28,352.10
07.03.2016 21:00:00,0.49,0.58,6.92
07.03.2016 21:10:00,0.50,0.24,144.50
07.03.2016 21:20:00,0.33,0.46,63.61
07.03.2016 21:30:00,0.27,0.25,39.22
07.03.2016 21:40:00,0.32,0.20,125.10
07.03.2016 21:50:00,0.29,0.36,61.00
07.03.2016 22:00:00,0.12,0.43,14.97
07.03.2016 22:10:00,-0.05,0.38,172.30
07.03.2016 22:20:00,-0.14,0.42,338.30
07.03.2016 22:30:00,-0.15,0.70,56.94
07.03.2016 22:40:00,-0.35,1.51,11.93
07.03.2016 22:50:00,-0.37,0.88,16.16
07.03.2016 23:00:00,-0.51,0.67,353.70
07.03.2016 23:10:00,-0.57,0.59,296.80
07.03.2016 23:20:00,-0.39,0.37,304.20
07.03.2016 23:30:00,-0.44,0.73,231.10
07.03.2016 23:40:00,-0.52,1.36,249.90
07.03.2016 23:50:00,-0.59,0.98,231.70
08.03.2016 00:00:00,-0.67,0.57,97.10
08.03.2016 00:10:00,-0.68,0.34,80.00
08.03.2016 00:20:00,-0.98,0.31,24.16
08.03.2016 00:30:00,-1.01,0.55,192.40
08.03.2016 00:40:00,-1.05,1.19,223.90
08.03.2016 00:50:00,-1.00,0.92,235.70
08.03.2016 01:00:00,-0.97,1.29,235.90
08.03.2016 01:10:00,-0.97,0.68,217.30
08.03.2016 01:20:00,-1.03,0.28,179.20
08.03.2016 01:30:00,-1.14,0.34,159.80
08.03.2016 01:40:00,-1.11,0.25,102.00
08.03.2016 01:50:00,-1.09,0.26,43.16
08.03.2016 02:00:00,-1.18,0.57,52.82
08.03.2016 02:10:00,-1.50,0.46,62.60
08.03.2016 02:20:00,-1.54,0.49,177.30
08.03.2016 02:30:00,-1.66,1.10,218.40
08.03.2016 02:40:00,-1.65,1.04,186.20
08.03.2016 02:50:00,-1.60,1.06,189.00
08.03.2016 03:00:00,-1.56,0.71,198.80
08.03.2016 03:10:00,-1.48,0.84,224.20
08.03.2016 03:20:00,-1.45,0.95,228.60
08.03.2016 03:30:00,-1.40,1.06,222.00
08.03.2016 03:40:00,-1.40,1.08,229.60
08.03.2016 03:50:00,-1.34,1.11,229.60
08.03.2016 04:00:00,-1.29,1.23,233.90
08.03.2016 04:10:00,-1.40,1.46,233.40
08.03.2016 04:20:00,-1.47,1.45,241.00
08.03.2016 04:30:00,-1.36,0.92,238.50
08.03.2016 04:40:00,-1.28,0.82,225.20
08.03.2016 04:50:00,-1.15,0.60,298.00
08.03.2016 05:00:00,-1.03,0.58,235.10
08.03.2016 05:10:00,-1.13,0.85,220.50
08.03.2016 05:20:00,-1.21,0.70,221.40
08.03.2016 05:30:00,-1.21,0.70,217.10
08.03.2016 05:40:00,-1.32,0.75,234.20
08.03.2016 05:50:00,-1.41,0.54,241.70
08.03.2016 06:00:00,-1.49,0.65,259.10
08.03.2016 06:10:00,-1.57,0.70,227.30
08.03.2016 06:20:00,-1.56,0.71,214.70
08.03.2016 06:30:00,-1.60,0.85,219.20
08.03.2016 06:40:00,-1.67,1.00,225.20
08.03.2016 06:50:00,-1.85,1.07,232.40
08.03.2016 07:00:00,-1.87,0.92,237.20
08.03.2016 07:10:00,-1.88,1.02,237.50
08.03.2016 07:20:00,-1.91,1.23,244.90
08.03.2016 07:30:00,-1.84,1.17,252.30
08.03.2016 07:40:00,-1.68,0.68,242.70
08.03.2016 07:50:00,-1.52,0.68,233.40
08.03.2016 08:00:00,-1.44,0.77,249.80
08.03.2016 08:10:00,-1.34,0.73,242.70
08.03.2016 08:20:00,-1.38,0.82,238.70
08.03.2016 08:30:00,-1.30,0.74,234.90
08.03.2016 08:40:00,-1.24,0.90,223.20
08.03.2016 08:50:00,-1.17,0.69,213.30
08.03.2016 09:00:00,-1.16,0.82,219.80
08.03.2016 09:10:00,-1.07,0.81,225.10
08.03.2016 09:20:00,-0.89,0.81,206.70
08.03.2016 09:30:00,-0.70,0.84,196.80
08.03.2016 09:40:00,-0.57,0.94,218.40
08.03.2016 09:50:00,-0.39,0.67,188.10
08.03.2016 10:00:00,0.01,0.84,197.50
08.03.2016 10:10:00,0.62,0.76,159.20
08.03.2016 10:20:00,1.09,1.16,154.70
08.03.2016 10:30:00,1.44,0.99,146.30
08.03.2016 10:40:00,1.98,1.49,149.70
08.03.2016 10:50:00,1.97,1.45,122.60
08.03.2016 11:00:00,2.25,1.17,123.80
08.03.2016 11:10:00,2.64,1.18,119.90
08.03.2016 11:20:00,3.29,1.08,170.10
08.03.2016 11:30:00,3.80,1.07,151.20
08.03.2016 11:40:00,3.71,1.03,193.70
08.03.2016 11:50:00,3.76,0.78,306.20
08.03.2016 12:00:00,3.73,1.24,307.70
08.03.2016 12:10:00,3.66,1.27,14.83
08.03.2016 12:20:00,3.98,1.29,301.60
08.03.2016 12:30:00,4.23,0.98,330.70
08.03.2016 12:40:00,4.35,1.43,315.30
08.03.2016 12:50:00,4.36,1.93,269.90
08.03.2016 13:00:00,4.58,1.84,272.40
08.03.2016 13:10:00,4.66,1.40,254.70
08.03.2016 13:20:00,4.81,1.24,313.30
08.03.2016 13:30:00,4.83,1.45,276.20
08.03.2016 13:40:00,4.82,1.31,323.20
08.03.2016 13:50:00,5.10,1.41,249.80
08.03.2016 14:00:00,5.47,1.33,277.00
08.03.2016 14:10:00,5.17,1.63,289.10
08.03.2016 14:20:00,5.09,2.90,39.21
08.03.2016 14:30:00,4.81,1.48,31.86
08.03.2016 14:40:00,5.08,1.05,11.18
08.03.2016 14:50:00,4.91,1.85,17.48
08.03.2016 15:00:00,4.78,1.61,18.70
08.03.2016 15:10:00,4.88,1.54,38.21
08.03.2016 15:20:00,4.93,1.19,47.72
08.03.2016 15:30:00,5.01,1.38,20.60
08.03.2016 15:40:00,5.16,0.67,322.30
08.03.2016 15:50:00,5.30,1.31,32.24
08.03.2016 16:00:00,5.37,1.11,344.90
08.03.2016 16:10:00,5.48,1.61,231.90
08.03.2016 16:20:00,5.47,1.88,303.40
08.03.2016 16:30:00,5.20,1.12,312.20
08.03.2016 16:40:00,5.11,0.85,290.30
08.03.2016 16:50:00,4.98,0.86,282.40
08.03.2016 17:00:00,4.89,0.44,306.80
08.03.2016 17:10:00,4.83,0.55,257.30
08.03.2016 17:20:00,5.01,0.46,240.10
08.03.2016 17:30:00,5.04,0.98,301.30
08.03.2016 17:40:00,4.85,1.00,263.90
08.03.2016 17:50:00,4.60,0.95,257.70
08.03.2016 18:00:00,4.45,1.00,290.20
08.03.2016 18:10:00,4.27,1.24,281.50
08.03.2016 18:20:00,4.17,1.67,279.60
08.03.2016 18:30:00,4.25,1.51,268.40
08.03.2016 18:40:00,4.08,1.78,266.80
08.03.2016 18:50:00,4.03,1.76,266.50
08.03.2016 19:00:00,3.96,1.58,266.20
08.03.2016 19:10:00,3.90,1.33,260.90
08.03.2016 19:20:00,3.67,0.69,278.20
08.03.2016 19:30:00,2.87,0.37,21.85
08.03.2016 19:40:00,2.41,0.79,292.80
08.03.2016 19:50:00,2.73,0.86,217.60
08.03.2016 20:00:00,1.90,0.86,59.93
08.03.2016 20:10:00,1.15,1.08,212.50
08.03.2016 20:20:00,1.16,1.66,237.60
08.03.2016 20:30:00,1.52,0.96,222.10
08.03.2016 20:40:00,1.41,1.51,241.00
08.03.2016 20:50:00,1.27,1.49,233.70
08.03.2016 21:00:00,1.13,1.55,232.20
08.03.2016 21:10:00,1.10,1.43,225.00
08.03.2016 21:20:00,0.97,1.42,224.20
08.03.2016 21:30:00,0.75,1.39,216.00
08.03.2016 21:40:00,0.47,1.04,204.10
08.03.2016 21:50:00,0.21,1.49,211.60
08.03.2016 22:00:00,0.04,1.20,191.10
08.03.2016 22:10:00,-0.29,1.01,194.70
08.03.2016 22:20:00,-0.60,1.18,199.10
08.03.2016 22:30:00,-0.85,1.04,161.50
08.03.2016 22:40:00,-0.98,0.68,171.10
08.03.2016 22:50:00,-1.01,1.22,190.80
08.03.2016 23:00:00,-0.99,0.45,229.60
08.03.2016 23:10:00,-0.99,0.27,194.30
08.03.2016 23:20:00,-1.02,0.52,194.50
08.03.2016 23:30:00,-1.12,0.63,211.50
08.03.2016 23:40:00,-1.45,1.29,207.20
08.03.2016 23:50:00,-1.54,1.22,203.60
09.03.2016 00:00:00,-1.54,1.02,203.30
09.03.2016 00:10:00,-1.53,0.75,202.40
09.03.2016 00:20:00,-1.68,0.47,155.00
09.03.2016 00:30:00,-1.92,1.15,161.80
09.03.2016 00:40:00,-2.15,1.48,184.90
09.03.2016 00:50:00,-2.29,1.12,195.40
09.03.2016 01:00:00,-2.39,1.04,175.10
09.03.2016 01:10:00,-2.44,1.22,168.50
09.03.2016 01:20:00,-2.48,0.54,200.30
09.03.2016 01:30:00,-2.49,0.43,187.60
09.03.2016 01:40:00,-2.51,0.82,201.60
09.03.2016 01:50:00,-2.79,1.22,196.80
09.03.2016 02:00:00,-2.65,0.69,203.10
09.03.2016 02:10:00,-2.70,1.24,177.00
09.03.2016 02:20:00,-2.87,0.96,181.10
09.03.2016 02:30:00,-2.93,0.75,158.00
09.03.2016 02:40:00,-3.00,0.67,212.70
09.03.2016 02:50:00,-2.84,1.57,211.00
09.03.2016 03:00:00,-2.56,1.85,196.60
09.03.2016 03:10:00,-2.51,1.82,199.30
09.03.2016 03:20:00,-2.53,1.79,207.40
09.03.2016 03:30:00,-2.62,1.60,196.30
09.03.2016 03:40:00,-2.82,1.62,193.70
09.03.2016 03:50:00,-2.72,1.65,208.60
09.03.2016 04:00:00,-2.52,1.66,211.00
09.03.2016 04:10:00,-2.50,1.74,206.30
09.03.2016 04:20:00,-2.47,1.76,192.80
09.03.2016 04:30:00,-2.60,1.44,198.60
09.03.2016 04:40:00,-2.77,1.46,197.10
09.03.2016 04:50:00,-2.88,1.38,206.90
09.03.2016 05:00:00,-2.99,1.91,192.90
09.03.2016 05:10:00,-3.09,1.50,194.80
09.03.2016 05:20:00,-3.18,1.65,205.90
09.03.2016 05:30:00,-3.28,1.85,204.90
09.03.2016 05:40:00,-3.37,1.69,203.70
09.03.2016 05:50:00,-3.40,1.95,214.00
09.03.2016 06:00:00,-3.39,1.23,217.10
09.03.2016 06:10:00,-3.29,1.48,205.50
09.03.2016 06:20:00,-3.32,1.41,209.60
09.03.2016 06:30:00,-3.44,1.67,217.20
09.03.2016 06:40:00,-3.37,1.35,191.00
09.03.2016 06:50:00,-3.15,1.74,191.90
09.03.2016 07:00:00,-3.05,1.70,202.10
09.03.2016 07:10:00,-3.00,1.12,199.10
09.03.2016 07:20:00,-2.81,1.06,214.60
09.03.2016 07:30:00,-2.49,1.57,210.60
09.03.2016 07:40:00,-2.11,1.53,202.90
09.03.2016 07:50:00,-1.74,1.32,198.90
09.03.2016 08:00:00,-1.49,1.33,203.10
09.03.2016 08:10:00,-1.42,1.70,209.70
09.03.2016 08:20:00,-1.17,1.46,192.10
09.03.2016 08:30:00,-0.57,0.91,180.70
09.03.2016 08:40:00,-0.14,1.27,177.30
09.03.2016 08:50:00,0.17,1.91,165.10
09.03.2016 09:00:00,0.38,2.37,161.50
09.03.2016 09:10:00,0.49,1.97,167.10
09.03.2016 09:20:00,0.75,2.35,155.80
09.03.2016 09:30:00,1.16,2.57,154.80
09.03.2016 09:40:00,1.47,2.33,151.20
09.03.2016 09:50:00,1.77,2.52,151.60
09.03.2016 10:00:00,2.15,1.87,145.40
09.03.2016 10:10:00,2.39,2.49,135.60
09.03.2016 10:20:00,2.46,2.71,153.20
09.03.2016 10:30:00,2.72,2.69,154.60
09.03.2016 10:40:00,3.02,2.28,139.10
09.03.2016 10:50:00,3.39,2.77,156.70
09.03.2016 11:00:00,3.67,2.82,172.90
09.03.2016 11:10:00,3.96,2.39,177.50
09.03.2016 11:20:00,4.33,2.67,174.60
09.03.2016 11:30:00,4.73,2.18,177.90
09.03.2016 11:40:00,5.07,2.14,179.20
09.03.2016 11:50:00,5.42,2.07,150.70
09.03.2016 12:00:00,5.87,2.65,174.40
09.03.2016 12:10:00,6.00,3.33,163.70
09.03.2016 12:20:00,6.26,2.98,165.50
09.03.2016 12:30:00,6.56,3.90,164.00
09.03.2016 12:40:00,6.91,3.26,142.00
09.03.2016 12:50:00,6.77,3.80,148.30
09.03.2016 13:00:00,7.05,4.23,120.20
09.03.2016 13:10:00,6.76,5.04,113.30
09.03.2016 13:20:00,6.91,3.95,121.20
09.03.2016 13:30:00,6.98,3.86,134.00
09.03.2016 13:40:00,6.90,3.94,119.70
09.03.2016 13:50:00,6.99,4.26,111.00
09.03.2016 14:00:00,7.11,3.87,114.30
09.03.2016 14:10:00,7.36,3.69,118.70
09.03.2016 14:20:00,7.63,3.14,134.70
09.03.2016 14:30:00,8.06,3.31,127.90
09.03.2016 14:40:00,7.60,3.54,75.80
09.03.2016 14:50:00,7.37,4.36,84.40
09.03.2016 15:00:00,7.50,4.04,82.20
09.03.2016 15:10:00,7.66,3.97,78.20
09.03.2016 15:20:00,7.76,4.31,94.20
09.03.2016 15:30:00,7.59,4.25,81.20
09.03.2016 15:40:00,7.37,4.67,78.70
09.03.2016 15:50:00,7.48,4.51,112.10
09.03.2016 16:00:00,7.43,4.23,87.80
09.03.2016 16:10:00,7.33,4.08,88.70
09.03.2016 16:20:00,7.35,4.12,103.40
09.03.2016 16:30:00,7.38,3.46,89.50
09.03.2016 16:40:00,7.20,3.98,89.90
09.03.2016 16:50:00,7.01,4.46,98.30
09.03.2016 17:00:00,6.69,3.92,89.30
09.03.2016 17:10:00,6.54,4.74,89.10
09.03.2016 17:20:00,6.28,4.45,96.50
09.03.2016 17:30:00,6.09,4.06,87.00
09.03.2016 17:40:00,5.89,4.20,88.80
09.03.2016 17:50:00,5.69,3.44,89.50
09.03.2016 18:00:00,5.45,2.80,82.20
09.03.2016 18:10:00,5.20,2.16,100.90
09.03.2016 18:20:00,4.93,2.17,101.50
09.03.2016 18:30:00,4.59,3.49,126.50
09.03.2016 18:40:00,4.28,4.31,116.90
09.03.2016 18:50:00,4.05,3.72,109.40
09.03.2016 19:00:00,3.84,2.36,136.80
09.03.2016 19:10:00,3.59,2.50,146.60
09.03.2016 19:20:00,3.29,3.17,136.60
09.03.2016 19:30:00,2.98,4.60,130.60
09.03.2016 19:40:00,2.75,3.52,124.00
09.03.2016 19:50:00,2.51,2.58,144.10
09.03.2016 20:00:00,2.21,2.31,145.00
09.03.2016 20:10:00,2.06,1.93,129.70
09.03.2016 20:20:00,1.92,1.75,99.30
09.03.2016 20:30:00,1.60,2.52,86.30
09.03.2016 20:40:00,1.43,1.59,95.10
09.03.2016 20:50:00,1.31,2.21,100.20
09.03.2016 21:00:00,1.31,1.98,92.70
09.03.2016 21:10:00,1.20,0.65,224.10
09.03.2016 21:20:00,0.89,1.06,243.10
09.03.2016 21:30:00,0.72,0.68,228.80
09.03.2016 21:40:00,0.63,0.65,250.90
09.03.2016 21:50:00,0.60,0.49,294.00
09.03.2016 22:00:00,0.60,0.39,356.40
09.03.2016 22:10:00,0.52,1.07,345.40
09.03.2016 22:20:00,0.48,1.53,348.20
09.03.2016 22:30:00,0.70,1.29,6.96
09.03.2016 22:40:00,0.72,0.86,358.30
09.03.2016 22:50:00,0.73,1.96,349.20
09.03.2016 23:00:00,0.56,2.57,349.70
09.03.2016 23:10:00,0.46,2.41,352.50
09.03.2016 23:20:00,0.51,1.95,347.70
09.03.2016 23:30:00,0.59,2.27,353.20
09.03.2016 23:40:00,0.63,2.21,350.90
09.03.2016 23:50:00,0.60,1.56,349.90
10.03.2016 00:00:00,0.56,1.92,352.80
10.03.2016 00:10:00,0.60,1.52,1.79
10.03.2016 00:20:00,0.68,1.51,0.05
10.03.2016 00:30:00,0.65,1.03,6.87
10.03.2016 00:40:00,0.35,0.51,227.30
10.03.2016 00:50:00,0.02,0.21,17.70
10.03.2016 01:00:00,-0.34,0.25,0.51
10.03.2016 01:10:00,-0.42,0.21,32.18
10.03.2016 01:20:00,-0.59,0.23,27.73
10.03.2016 01:30:00,-1.00,0.68,65.09
10.03.2016 01:40:00,-1.12,0.38,87.00
10.03.2016 01:50:00,-1.24,0.24,211.00
10.03.2016 02:00:00,-0.96,0.16,46.51
10.03.2016 02:10:00,-0.70,0.17,40.08
10.03.2016 02:20:00,-0.89,0.44,74.70
10.03.2016 02:30:00,-1.17,0.20,305.10
10.03.2016 02:40:00,-1.17,0.25,205.60
10.03.2016 02:50:00,-1.13,0.38,98.40
10.03.2016 03:00:00,-1.28,0.25,120.80
10.03.2016 03:10:00,-1.44,0.31,30.29
10.03.2016 03:20:00,-1.52,0.19,184.20
10.03.2016 03:30:00,-1.50,0.21,127.90
10.03.2016 03:40:00,-1.55,0.22,59.68
10.03.2016 03:50:00,-1.83,0.19,227.60
10.03.2016 04:00:00,-1.82,0.27,88.10
10.03.2016 04:10:00,-2.05,0.49,61.56
10.03.2016 04:20:00,-1.95,0.23,123.30
10.03.2016 04:30:00,-2.14,0.34,217.00
10.03.2016 04:40:00,-2.28,0.30,151.10
